RecoverCase,VulLink,ID,Tail,Head,T0,Flow,Cap,Alpha,Beta,Cost
93,22,22,8,4,5,15831.4,10000,0.15,4,9.71133
93,22,23,8,7,10,6892.3,5050.19,0.15,4,15.2037
93,22,24,8,9,3,21741.2,13915.8,0.15,4,5.68112
93,22,25,9,8,3,21866.8,13915.8,0.15,4,5.74363
93,22,26,9,10,5,17758.4,10000,0.15,4,12.4589
93,22,27,9,14,6,23075.2,13512,0.15,4,13.655
93,22,28,9,15,4,11029.7,4854.92,0.15,4,19.9835
93,22,29,9,16,8,8100,4993.51,0.15,4,16.308
93,22,30,10,3,6,5300,4908.83,0.15,4,7.22302
93,22,31,10,9,5,17608.3,10000,0.15,4,12.2099
93,22,32,10,11,6,8327.95,4908.83,0.15,4,13.4556
93,22,33,10,13,4,9790.44,4876.51,0.15,4,13.7482
93,22,34,11,2,4,10130.9,23403.5,0.15,4,4.02107
93,22,35,11,10,6,8356.15,4908.83,0.15,4,13.5571
93,22,36,11,12,3,12468.4,25900.2,0.15,4,3.02417
93,22,37,12,11,3,12580.5,25900.2,0.15,4,3.02505
93,22,38,12,23,4,11071.4,5091.26,0.15,4,17.4173
93,22,39,13,10,4,9812.21,4876.51,0.15,4,13.8352
93,22,40,13,14,5,8998.1,5127.53,0.15,4,12.1127
93,22,41,13,22,4,8364.32,4924.79,0.15,4,8.99256
93,22,42,14,9,6,23175.8,13512,0.15,4,13.7894
93,22,43,14,13,5,9054.6,5127.53,0.15,4,12.293
93,22,44,14,18,3,18913.7,14564.8,0.15,4,4.27968
93,22,45,14,21,3,18353.8,9599.18,0.15,4,9.0142
93,22,46,15,7,5,8413.32,5045.82,0.15,4,10.797
93,22,47,15,9,4,11104.7,4854.92,0.15,4,20.423
93,22,48,15,16,2,11541.6,5229.91,0.15,4,9.11545
93,22,49,15,17,3,15464.9,19679.9,0.15,4,3.1716
93,22,50,16,9,8,8100,4993.51,0.15,4,16.308
93,22,51,16,15,2,11592.1,5229.91,0.15,4,9.24092
93,22,52,16,18,2,9901.94,4823.95,0.15,4,7.32588
93,22,53,17,6,2,15810.4,23403.5,0.15,4,2.06249
93,22,54,17,15,3,15577.1,19679.9,0.15,4,3.17663
93,22,55,17,19,4,19156.5,23403.5,0.15,4,4.26934
93,22,56,18,14,3,19064.6,14564.8,0.15,4,4.32102
93,22,57,18,16,2,9952.49,4823.95,0.15,4,7.43547
93,22,58,18,19,4,8656.42,5002.61,0.15,4,9.37922
93,22,59,19,17,4,19071.5,23403.5,0.15,4,4.26459
93,22,60,19,18,4,8857.89,5002.61,0.15,4,9.89775
93,22,61,19,20,6,6307.01,5059.91,0.15,4,8.17253
93,22,62,19,21,5,7000,5075.7,0.15,4,7.71313
93,22,63,20,19,6,6323.43,5059.91,0.15,4,8.19524
93,22,64,20,21,2,8447.43,5229.91,0.15,4,4.04194
93,22,65,20,23,3,10268.8,4885.36,0.15,4,11.7841
93,22,66,21,14,3,18260,9599.18,0.15,4,8.89218
93,22,67,21,19,5,7000,5075.7,0.15,4,7.71313
93,22,68,21,20,2,8503.31,5229.91,0.15,4,4.09651
93,22,69,21,22,4,9629.79,5000,0.15,4,12.2554
93,22,70,22,13,4,8329.59,4924.79,0.15,4,8.91015
93,22,71,22,21,4,9591.87,5000,0.15,4,12.1261
93,22,72,22,23,2,7914.79,5078.51,0.15,4,3.76984
93,22,73,23,12,4,11083.6,5091.26,0.15,4,17.4762
93,22,74,23,20,3,10229.3,4885.36,0.15,4,11.6499
93,22,75,23,22,2,7842.13,5078.51,0.15,4,3.70574
94,33,0,0,1,6,12208.4,25900.2,0.15,4,6.04443
94,33,1,0,2,4,9373.86,23403.5,0.15,4,4.01544
94,33,2,1,0,6,7171.6,25900.2,0.15,4,6.00529
94,33,3,1,5,5,11809,4958.18,0.15,4,29.1335
94,33,4,2,0,4,14410.6,23403.5,0.15,4,4.08625
94,33,5,2,3,4,13399.8,17110.5,0.15,4,4.22568
94,33,6,2,11,4,9214.49,23403.5,0.15,4,4.01442
94,33,7,3,2,4,12110.9,17110.5,0.15,4,4.15059
94,33,8,3,4,2,15582,17782.8,0.15,4,2.17685
94,33,9,3,10,6,5647.18,4908.83,0.15,4,7.57637
94,33,10,4,3,2,8396.02,17782.8,0.15,4,2.01491
94,33,11,4,5,4,4.51376e-10,1e-10,0.15,4,253.061
94,33,12,4,8,5,16478.1,10000,0.15,4,10.5296
94,33,13,5,1,5,6772.21,4958.18,0.15,4,7.61032
94,33,14,5,4,4,9292.17,4948,0.15,4,11.4628
94,33,15,5,7,2,12605.4,4898.59,0.15,4,15.1541
94,33,16,6,7,3,14252.9,7841.81,0.15,4,7.91095
94,33,17,6,17,2,14989.3,23403.5,0.15,4,2.05048
94,33,18,7,5,2,16860.8,4898.59,0.15,4,44.1064
94,33,19,7,6,3,12749.7,7841.81,0.15,4,6.14448
94,33,20,7,8,10,8721.36,5050.19,0.15,4,23.3413
94,33,21,7,15,5,8684.63,5045.82,0.15,4,11.5817
94,33,22,8,4,5,3.15418e-10,1e-10,0.15,4,79.2351
94,33,23,8,7,10,11115,5050.19,0.15,4,45.1965
94,33,24,8,9,3,25962.5,13915.8,0.15,4,8.45214
94,33,25,9,8,3,11978,13915.8,0.15,4,3.24702
94,33,26,9,10,5,24200.2,10000,0.15,4,30.724
94,33,27,9,14,6,21303.5,13512,0.15,4,11.5612
94,33,28,9,15,4,14264.8,4854.92,0.15,4,48.7186
94,33,29,9,16,8,12943.4,4993.51,0.15,4,62.1694
94,33,30,10,3,6,11644.2,4908.83,0.15,4,34.4955
94,33,31,10,9,5,18368.5,10000,0.15,4,13.538
94,33,32,10,11,6,11649.5,4908.83,0.15,4,34.5474
94,33,33,10,13,4,7626.79,4876.51,0.15,4,7.58989
94,33,34,11,2,4,15540.1,23403.5,0.15,4,4.11664
94,33,35,11,10,6,8841.24,4908.83,0.15,4,15.4708
94,33,36,11,12,3,13736.4,25900.2,0.15,4,3.0356
94,33,37,12,11,3,17353.8,25900.2,0.15,4,3.09069
94,33,38,12,23,4,10152.4,5091.26,0.15,4,13.4871
94,33,39,13,10,4,10700.4,4876.51,0.15,4,17.9097
94,33,40,13,14,5,11075.2,5127.53,0.15,4,21.3243
94,33,41,13,22,4,9941.22,4924.79,0.15,4,13.9623
94,33,42,14,9,6,19900.1,13512,0.15,4,10.2343
94,33,43,14,13,5,11329.9,5127.53,0.15,4,22.8788
94,33,44,14,18,3,3.75388e-10,1e-10,0.15,4,92.3582
94,33,45,14,21,3,17920.8,9599.18,0.15,4,8.46645
94,33,46,15,7,5,9043.16,5045.82,0.15,4,12.7377
94,33,47,15,9,4,12889.3,4854.92,0.15,4,33.8082
94,33,48,15,16,2,14864.4,5229.91,0.15,4,21.5764
94,33,49,15,17,3,18876.5,19679.9,0.15,4,3.3809
94,33,50,16,9,8,7469.7,4993.51,0.15,4,14.0085
94,33,51,16,15,2,11676.8,5229.91,0.15,4,9.45487
94,33,52,16,18,2,11955.6,4823.95,0.15,4,13.3188
94,33,53,17,6,2,16492.5,23403.5,0.15,4,2.07399
94,33,54,17,15,3,21047,19679.9,0.15,4,3.58869
94,33,55,17,19,4,21150.1,23403.5,0.15,4,4.40021
94,33,56,18,14,3,16672.1,14564.8,0.15,4,3.77261
94,33,57,18,16,2,3294.31,4823.95,0.15,4,2.06525
94,33,58,18,19,4,4592.25,5002.61,0.15,4,4.42606
94,33,59,19,17,4,24723.9,23403.5,0.15,4,4.74731
94,33,60,19,18,4,12603.1,5002.61,0.15,4,28.1695
94,33,61,19,20,6,7653.42,5059.91,0.15,4,10.7108
94,33,62,19,21,5,7452.84,5075.7,0.15,4,8.48632
94,33,63,20,19,6,12589.1,5059.91,0.15,4,40.4861
94,33,64,20,21,2,3937.07,5229.91,0.15,4,2.09635
94,33,65,20,23,3,12835,4885.36,0.15,4,24.4394
94,33,66,21,14,3,3.63713e-10,1e-10,0.15,4,81.7493
94,33,67,21,19,5,14001.8,5075.7,0.15,4,48.4323
94,33,68,21,20,2,11478.5,5229.91,0.15,4,8.96126
94,33,69,21,22,4,12556.7,5000,0.15,4,27.8655
94,33,70,22,13,4,12760.1,4924.79,0.15,4,31.0406
94,33,71,22,21,4,8726.27,5000,0.15,4,9.56656
94,33,72,22,23,2,9506.87,5078.51,0.15,4,5.68406
94,33,73,23,12,4,13669.8,5091.26,0.15,4,35.1815
94,33,74,23,20,3,10229.2,4885.36,0.15,4,11.6495
94,33,75,23,22,2,8495.34,5078.51,0.15,4,4.34909
94,11,0,0,1,6,7031.74,25900.2,0.15,4,6.00489
94,11,1,0,2,4,9794.9,23403.5,0.15,4,4.01841
94,11,2,1,0,6,7592.6,25900.2,0.15,4,6.00665
94,11,3,1,5,5,6830.87,4958.18,0.15,4,7.70194
94,11,4,2,0,4,9234.03,23403.5,0.15,4,4.01454
94,11,5,2,3,4,16802.8,17110.5,0.15,4,4.55799
94,11,6,2,11,4,9068.59,23403.5,0.15,4,4.01353
94,11,7,3,2,4,9786.93,17110.5,0.15,4,4.06422
94,11,8,3,4,2,21779,17782.8,0.15,4,2.67495
94,11,9,3,10,6,5191.63,4908.83,0.15,4,7.12602
94,11,10,4,3,2,8328.32,17782.8,0.15,4,2.01443
94,11,11,4,5,4,8879.36,4948,0.15,4,10.2224
94,11,12,4,8,5,14194.6,10000,0.15,4,8.04479
94,11,13,5,1,5,7391.74,4958.18,0.15,4,8.70474
94,11,14,5,4,4,9623.3,4948,0.15,4,12.5848
94,11,15,5,7,2,15321.8,4898.59,0.15,4,30.7129
94,11,16,6,7,3,14428.4,7841.81,0.15,4,8.15728
94,11,17,6,17,2,14878,23403.5,0.15,4,2.049
94,11,18,7,5,2,16626.6,4898.59,0.15,4,41.8155
94,11,19,7,6,3,14197.2,7841.81,0.15,4,7.83454
94,11,20,7,8,10,8910.91,5050.19,0.15,4,24.5394
94,11,21,7,15,5,9232.33,5045.82,0.15,4,13.4058
94,11,22,8,4,5,3.16174e-10,1e-10,0.15,4,79.9489
94,11,23,8,7,10,10011.3,5050.19,0.15,4,33.1643
94,11,24,8,9,3,25623.5,13915.8,0.15,4,8.17293
94,11,25,9,8,3,12629.3,13915.8,0.15,4,3.30528
94,11,26,9,10,5,24131.4,10000,0.15,4,30.4324
94,11,27,9,14,6,21501.2,13512,0.15,4,11.7705
94,11,28,9,15,4,13403.7,4854.92,0.15,4,38.8596
94,11,29,9,16,8,12626.8,4993.51,0.15,4,57.0605
94,11,30,10,3,6,11726.4,4908.83,0.15,4,35.3084
94,11,31,10,9,5,17644.4,10000,0.15,4,12.2693
94,11,32,10,11,6,11676.6,4908.83,0.15,4,34.8133
94,11,33,10,13,4,7878.43,4876.51,0.15,4,8.08765
94,11,34,11,2,4,15523.6,23403.5,0.15,4,4.11615
94,11,35,11,10,6,8793.67,4908.83,0.15,4,15.2686
94,11,36,11,12,3,13561,25900.2,0.15,4,3.03382
94,11,37,12,11,3,17233.1,25900.2,0.15,4,3.0882
94,11,38,12,23,4,10067.1,5091.26,0.15,4,13.1722
94,11,39,13,10,4,10909.2,4876.51,0.15,4,19.0274
94,11,40,13,14,5,10894.3,5127.53,0.15,4,20.2839
94,11,41,13,22,4,9814.53,4924.79,0.15,4,13.4641
94,11,42,14,9,6,20564.6,13512,0.15,4,10.8289
94,11,43,14,13,5,11210.5,5127.53,0.15,4,22.1366
94,11,44,14,18,3,3.80691e-10,1e-10,0.15,4,97.5151
94,11,45,14,21,3,17592.8,9599.18,0.15,4,8.07707
94,11,46,15,7,5,9205.53,5045.82,0.15,4,13.3086
94,11,47,15,9,4,13048.4,4854.92,0.15,4,35.3078
94,11,48,15,16,2,15041.8,5229.91,0.15,4,22.5279
94,11,49,15,17,3,18192.1,19679.9,0.15,4,3.32859
94,11,50,16,9,8,7311.36,4993.51,0.15,4,13.5151
94,11,51,16,15,2,11645.2,5229.91,0.15,4,9.37454
94,11,52,16,18,2,11819.8,4823.95,0.15,4,12.8131
94,11,53,17,6,2,15109.2,23403.5,0.15,4,2.05212
94,11,54,17,15,3,21206.6,19679.9,0.15,4,3.60674
94,11,55,17,19,4,21226.7,23403.5,0.15,4,4.40603
94,11,56,18,14,3,16872.3,14564.8,0.15,4,3.8104
94,11,57,18,16,2,3107.76,4823.95,0.15,4,2.05168
94,11,58,18,19,4,4616.55,5002.61,0.15,4,4.43515
94,11,59,19,17,4,24372.4,23403.5,0.15,4,4.70571
94,11,60,19,18,4,12776.8,5002.61,0.15,4,29.5305
94,11,61,19,20,6,7507.54,5059.91,0.15,4,10.3617
94,11,62,19,21,5,7054.38,5075.7,0.15,4,7.79842
94,11,63,20,19,6,12169.3,5059.91,0.15,4,36.1115
94,11,64,20,21,2,3943.18,5229.91,0.15,4,2.09695
94,11,65,20,23,3,12771.4,4885.36,0.15,4,24.0172
94,11,66,21,14,3,3.60822e-10,1e-10,0.15,4,79.2752
94,11,67,21,19,5,13598.6,5075.7,0.15,4,43.6418
94,11,68,21,20,2,11149.7,5229.91,0.15,4,8.19712
94,11,69,21,22,4,12444.8,5000,0.15,4,27.0264
94,11,70,22,13,4,12529.2,4924.79,0.15,4,29.1355
94,11,71,22,21,4,8602.77,5000,0.15,4,9.25805
94,11,72,22,23,2,9537.77,5078.51,0.15,4,5.73219
94,11,73,23,12,4,13639.3,5091.26,0.15,4,34.9041
94,11,74,23,20,3,10226.6,4885.36,0.15,4,11.6409
94,11,75,23,22,2,8410.34,5078.51,0.15,4,4.25647
94,66,0,0,1,6,6380.98,25900.2,0.15,4,6.00332
94,66,1,0,2,4,9482.8,23403.5,0.15,4,4.01617
94,66,2,1,0,6,7281.9,25900.2,0.15,4,6.00562
94,66,3,1,5,5,6180.18,4958.18,0.15,4,6.81041
94,66,4,2,0,4,8581.88,23403.5,0.15,4,4.01085
94,66,5,2,3,4,15182.7,17110.5,0.15,4,4.37195
94,66,6,2,11,4,7908.8,23403.5,0.15,4,4.00782
94,66,7,3,2,4,8909.69,17110.5,0.15,4,4.04411
94,66,8,3,4,2,20633.7,17782.8,0.15,4,2.54379
94,66,9,3,10,6,5262.14,4908.83,0.15,4,7.18845
94,66,10,4,3,2,8224.76,17782.8,0.15,4,2.01373
94,66,11,4,5,4,8696.78,4948,0.15,4,9.72623
94,66,12,4,8,5,13228.1,10000,0.15,4,7.29641
94,66,13,5,1,5,7081.11,4958.18,0.15,4,8.12016
94,66,14,5,4,4,9515.92,4948,0.15,4,12.208
94,66,15,5,7,2,14745.5,4898.59,0.15,4,26.631
94,66,16,6,7,3,13175.9,7841.81,0.15,4,6.58652
94,66,17,6,17,2,15675.4,23403.5,0.15,4,2.06038
94,66,18,7,5,2,16465.6,4898.59,0.15,4,40.2956
94,66,19,7,6,3,13955,7841.81,0.15,4,7.51299
94,66,20,7,8,10,6897.65,5050.19,0.15,4,15.2199
94,66,21,7,15,5,8960.19,5045.82,0.15,4,12.4576
94,66,22,8,4,5,3.29122e-10,1e-10,0.15,4,93.0008
94,66,23,8,7,10,9617.12,5050.19,0.15,4,29.726
94,66,24,8,9,3,24473.9,13915.8,0.15,4,7.30523
94,66,25,9,8,3,14065.3,13915.8,0.15,4,3.46965
94,66,26,9,10,5,23501,10000,0.15,4,27.8775
94,66,27,9,14,6,20716.4,13512,0.15,4,10.973
94,66,28,9,15,4,13019,4854.92,0.15,4,35.0262
94,66,29,9,16,8,11699.6,4993.51,0.15,4,44.1606
94,66,30,10,3,6,11498.1,4908.83,0.15,4,33.0918
94,66,31,10,9,5,16377.8,10000,0.15,4,10.3961
94,66,32,10,11,6,11493,4908.83,0.15,4,33.0441
94,66,33,10,13,4,8463,4876.51,0.15,4,9.44269
94,66,34,11,2,4,13280.9,23403.5,0.15,4,4.06222
94,66,35,11,10,6,8745.22,4908.83,0.15,4,15.066
94,66,36,11,12,3,12534.8,25900.2,0.15,4,3.02469
94,66,37,12,11,3,15259,25900.2,0.15,4,3.05421
94,66,38,12,23,4,10619,5091.26,0.15,4,15.355
94,66,39,13,10,4,10423.6,4876.51,0.15,4,16.5251
94,66,40,13,14,5,8933.2,5127.53,0.15,4,11.9097
94,66,41,13,22,4,8951.37,4924.79,0.15,4,10.5488
94,66,42,14,9,6,22959.1,13512,0.15,4,13.502
94,66,43,14,13,5,11588.1,5127.53,0.15,4,24.5652
94,66,44,14,18,3,3.34691e-10,1e-10,0.15,4,59.4661
94,66,45,14,21,3,21153.3,9599.18,0.15,4,13.6118
94,66,46,15,7,5,8739.82,5045.82,0.15,4,11.7506
94,66,47,15,9,4,11632.8,4854.92,0.15,4,23.7768
94,66,48,15,16,2,12544.6,5229.91,0.15,4,11.9305
94,66,49,15,17,3,17974.8,19679.9,0.15,4,3.31317
94,66,50,16,9,8,7457.74,4993.51,0.15,4,13.9702
94,66,51,16,15,2,11255.8,5229.91,0.15,4,8.43651
94,66,52,16,18,2,11497.9,4823.95,0.15,4,11.6824
94,66,53,17,6,2,14896.4,23403.5,0.15,4,2.04924
94,66,54,17,15,3,17657,19679.9,0.15,4,3.2916
94,66,55,17,19,4,21876.8,23403.5,0.15,4,4.45811
94,66,56,18,14,3,11331.2,14564.8,0.15,4,3.16485
94,66,57,18,16,2,5967.3,4823.95,0.15,4,2.70246
94,66,58,18,19,4,4949.88,5002.61,0.15,4,4.5751
94,66,59,19,17,4,20680,23403.5,0.15,4,4.36579
94,66,60,19,18,4,10750.5,5002.61,0.15,4,16.796
94,66,61,19,20,6,8191.83,5059.91,0.15,4,12.1829
94,66,62,19,21,5,9491.27,5075.7,0.15,4,14.1702
94,66,63,20,19,6,10302,5059.91,0.15,4,21.465
94,66,64,20,21,2,7337.64,5229.91,0.15,4,3.16244
94,66,65,20,23,3,12075.4,4885.36,0.15,4,19.7968
94,66,66,21,14,3,14619.7,9599.18,0.15,4,5.42119
94,66,67,21,19,5,11884.9,5075.7,0.15,4,27.5456
94,66,68,21,20,2,10332.8,5229.91,0.15,4,6.57099
94,66,69,21,22,4,11469.9,5000,0.15,4,20.6152
94,66,70,22,13,4,8257,4924.79,0.15,4,8.74121
94,66,71,22,21,4,10325,5000,0.15,4,14.9103
94,66,72,22,23,2,9549.71,5078.51,0.15,4,5.75092
94,66,73,23,12,4,13243.2,5091.26,0.15,4,31.468
94,66,74,23,20,3,11190.4,4885.36,0.15,4,15.3881
94,66,75,23,22,2,7710.48,5078.51,0.15,4,3.59405
94,22,0,0,1,6,6671.89,25900.2,0.15,4,6.00396
94,22,1,0,2,4,8745.97,23403.5,0.15,4,4.0117
94,22,2,1,0,6,5921.07,25900.2,0.15,4,6.00246
94,22,3,1,5,5,6466.76,4958.18,0.15,4,7.17029
94,22,4,2,0,4,9496.8,23403.5,0.15,4,4.01627
94,22,5,2,3,4,14493.2,17110.5,0.15,4,4.30886
94,22,6,2,11,4,10703.4,23403.5,0.15,4,4.02625
94,22,7,3,2,4,14787.5,17110.5,0.15,4,4.33471
94,22,8,3,4,2,18621.7,17782.8,0.15,4,2.36074
94,22,9,3,10,6,5209.98,4908.83,0.15,4,7.14203
94,22,10,4,3,2,18754.7,17782.8,0.15,4,2.37116
94,22,11,4,5,4,8987.07,4948,0.15,4,10.5299
94,22,12,4,8,5,14967.2,10000,0.15,4,8.76376
94,22,13,5,1,5,5715.93,4958.18,0.15,4,6.32471
94,22,14,5,4,4,8709.39,4948,0.15,4,9.75952
94,22,15,5,7,2,14159.4,4898.59,0.15,4,22.9419
94,22,16,6,7,3,12067.5,7841.81,0.15,4,5.52359
94,22,17,6,17,2,16155.4,23403.5,0.15,4,2.06812
94,22,18,7,5,2,13130.9,4898.59,0.15,4,17.4887
94,22,19,7,6,3,13620.4,7841.81,0.15,4,7.0955
94,22,20,7,8,10,7812.55,5050.19,0.15,4,18.5907
94,22,21,7,15,5,8982.04,5045.82,0.15,4,12.5307
94,22,22,8,4,5,15377.9,10000,0.15,4,9.19417
94,22,23,8,7,10,8925.99,5050.19,0.15,4,24.6381
94,22,24,8,9,3,21168.7,13915.8,0.15,4,5.40968
94,22,25,9,8,3,22792.9,13915.8,0.15,4,6.23874
94,22,26,9,10,5,17414.9,10000,0.15,4,11.8984
94,22,27,9,14,6,19349.7,13512,0.15,4,9.78498
94,22,28,9,15,4,12734.9,4854.92,0.15,4,32.4056
94,22,29,9,16,8,11666.2,4993.51,0.15,4,43.7505
94,22,30,10,3,6,5471.22,4908.83,0.15,4,7.3889
94,22,31,10,9,5,17453.2,10000,0.15,4,11.9592
94,22,32,10,11,6,8451.44,4908.83,0.15,4,13.9078
94,22,33,10,13,4,9360.63,4876.51,0.15,4,12.1458
94,22,34,11,2,4,11160,23403.5,0.15,4,4.03102
94,22,35,11,10,6,8174.53,4908.83,0.15,4,12.9212
94,22,36,11,12,3,13490.9,25900.2,0.15,4,3.03313
94,22,37,12,11,3,13770.6,25900.2,0.15,4,3.03596
94,22,38,12,23,4,10689.4,5091.26,0.15,4,15.659
94,22,39,13,10,4,10037.1,4876.51,0.15,4,14.7682
94,22,40,13,14,5,8162.97,5127.53,0.15,4,9.81751
94,22,41,13,22,4,8982.67,4924.79,0.15,4,10.6408
94,22,42,14,9,6,25241,13512,0.15,4,16.9595
94,22,43,14,13,5,9590.6,5127.53,0.15,4,14.1794
94,22,44,14,18,3,3.35968e-10,1e-10,0.15,4,60.3329
94,22,45,14,21,3,20846.9,9599.18,0.15,4,13.0102
94,22,46,15,7,5,8392.98,5045.82,0.15,4,10.7412
94,22,47,15,9,4,11613.2,4854.92,0.15,4,23.6441
94,22,48,15,16,2,12582.2,5229.91,0.15,4,12.05
94,22,49,15,17,3,18391.6,19679.9,0.15,4,3.34324
94,22,50,16,9,8,8382.48,4993.51,0.15,4,17.529
94,22,51,16,15,2,10549.1,5229.91,0.15,4,6.96594
94,22,52,16,18,2,11400.6,4823.95,0.15,4,11.3588
94,22,53,17,6,2,14602.5,23403.5,0.15,4,2.04547
94,22,54,17,15,3,18714,19679.9,0.15,4,3.36795
94,22,55,17,19,4,21833.1,23403.5,0.15,4,4.45445
94,22,56,18,14,3,12191.5,14564.8,0.15,4,3.22092
94,22,57,18,16,2,6083.74,4823.95,0.15,4,2.75891
94,22,58,18,19,4,3936.46,5002.61,0.15,4,4.23003
94,22,59,19,17,4,20502.5,23403.5,0.15,4,4.35339
94,22,60,19,18,4,10811.1,5002.61,0.15,4,17.0872
94,22,61,19,20,6,7786.88,5059.91,0.15,4,11.0481
94,22,62,19,21,5,9382.93,5075.7,0.15,4,13.7585
94,22,63,20,19,6,10618.8,5059.91,0.15,4,23.4569
94,22,64,20,21,2,7187.87,5229.91,0.15,4,3.0704
94,22,65,20,23,3,10048.5,4885.36,0.15,4,11.0544
94,22,66,21,14,3,15874.3,9599.18,0.15,4,6.36556
94,22,67,21,19,5,11995.1,5075.7,0.15,4,28.3937
94,22,68,21,20,2,9552.58,5229.91,0.15,4,5.33908
94,22,69,21,22,4,9537.22,5000,0.15,4,11.9425
94,22,70,22,13,4,8231.48,4924.79,0.15,4,8.68287
94,22,71,22,21,4,9541.58,5000,0.15,4,11.957
94,22,72,22,23,2,8662.86,5078.51,0.15,4,4.53993
94,22,73,23,12,4,10869,5091.26,0.15,4,16.4628
94,22,74,23,20,3,10515.7,4885.36,0.15,4,12.66
94,22,75,23,22,2,7916.02,5078.51,0.15,4,3.77094
94,44,0,0,1,6,4634.57,25900.2,0.15,4,6.00092
94,44,1,0,2,4,8202.8,23403.5,0.15,4,4.00905
94,44,2,1,0,6,4602.8,25900.2,0.15,4,6.0009
94,44,3,1,5,5,6101.26,4958.18,0.15,4,6.71969
94,44,4,2,0,4,8234.57,23403.5,0.15,4,4.0092
94,44,5,2,3,4,14029.6,17110.5,0.15,4,4.27119
94,44,6,2,11,4,10146.9,23403.5,0.15,4,4.0212
94,44,7,3,2,4,14077.4,17110.5,0.15,4,4.27491
94,44,8,3,4,2,18029.6,17782.8,0.15,4,2.31701
94,44,9,3,10,6,5200,4908.83,0.15,4,7.1333
94,44,10,4,3,2,18077.4,17782.8,0.15,4,2.32038
94,44,11,4,5,4,8706.39,4948,0.15,4,9.75158
94,44,12,4,8,5,15831.5,10000,0.15,4,9.71136
94,44,13,5,1,5,6069.49,4958.18,0.15,4,6.68415
94,44,14,5,4,4,8754.26,4948,0.15,4,9.87911
94,44,15,5,7,2,12541,4898.59,0.15,4,14.8873
94,44,16,6,7,3,12110.4,7841.81,0.15,4,5.55964
94,44,17,6,17,2,15907.7,23403.5,0.15,4,2.06404
94,44,18,7,5,2,12557.1,4898.59,0.15,4,14.9536
94,44,19,7,6,3,12207.7,7841.81,0.15,4,5.64287
94,44,20,7,8,10,6866.65,5050.19,0.15,4,15.1267
94,44,21,7,15,5,8325.6,5045.82,0.15,4,10.559
94,44,22,8,4,5,15831.4,10000,0.15,4,9.71133
94,44,23,8,7,10,6892.3,5050.19,0.15,4,15.2037
94,44,24,8,9,3,21741.2,13915.8,0.15,4,5.68112
94,44,25,9,8,3,21866.8,13915.8,0.15,4,5.74363
94,44,26,9,10,5,17758.4,10000,0.15,4,12.4589
94,44,27,9,14,6,23075.2,13512,0.15,4,13.655
94,44,28,9,15,4,11029.7,4854.92,0.15,4,19.9835
94,44,29,9,16,8,8100,4993.51,0.15,4,16.308
94,44,30,10,3,6,5300,4908.83,0.15,4,7.22302
94,44,31,10,9,5,17608.3,10000,0.15,4,12.2099
94,44,32,10,11,6,8327.95,4908.83,0.15,4,13.4556
94,44,33,10,13,4,9790.44,4876.51,0.15,4,13.7482
94,44,34,11,2,4,10130.9,23403.5,0.15,4,4.02107
94,44,35,11,10,6,8356.15,4908.83,0.15,4,13.5571
94,44,36,11,12,3,12468.4,25900.2,0.15,4,3.02417
94,44,37,12,11,3,12580.5,25900.2,0.15,4,3.02505
94,44,38,12,23,4,11071.4,5091.26,0.15,4,17.4173
94,44,39,13,10,4,9812.21,4876.51,0.15,4,13.8352
94,44,40,13,14,5,8998.1,5127.53,0.15,4,12.1127
94,44,41,13,22,4,8364.32,4924.79,0.15,4,8.99256
94,44,42,14,9,6,23175.8,13512,0.15,4,13.7894
94,44,43,14,13,5,9054.6,5127.53,0.15,4,12.293
94,44,44,14,18,3,18913.7,14564.8,0.15,4,4.27968
94,44,45,14,21,3,18353.8,9599.18,0.15,4,9.0142
94,44,46,15,7,5,8413.32,5045.82,0.15,4,10.797
94,44,47,15,9,4,11104.7,4854.92,0.15,4,20.423
94,44,48,15,16,2,11541.6,5229.91,0.15,4,9.11545
94,44,49,15,17,3,15464.9,19679.9,0.15,4,3.1716
94,44,50,16,9,8,8100,4993.51,0.15,4,16.308
94,44,51,16,15,2,11592.1,5229.91,0.15,4,9.24092
94,44,52,16,18,2,9901.94,4823.95,0.15,4,7.32588
94,44,53,17,6,2,15810.4,23403.5,0.15,4,2.06249
94,44,54,17,15,3,15577.1,19679.9,0.15,4,3.17663
94,44,55,17,19,4,19156.5,23403.5,0.15,4,4.26934
94,44,56,18,14,3,19064.6,14564.8,0.15,4,4.32102
94,44,57,18,16,2,9952.49,4823.95,0.15,4,7.43547
94,44,58,18,19,4,8656.42,5002.61,0.15,4,9.37922
94,44,59,19,17,4,19071.5,23403.5,0.15,4,4.26459
94,44,60,19,18,4,8857.89,5002.61,0.15,4,9.89775
94,44,61,19,20,6,6307.01,5059.91,0.15,4,8.17253
94,44,62,19,21,5,7000,5075.7,0.15,4,7.71313
94,44,63,20,19,6,6323.43,5059.91,0.15,4,8.19524
94,44,64,20,21,2,8447.43,5229.91,0.15,4,4.04194
94,44,65,20,23,3,10268.8,4885.36,0.15,4,11.7841
94,44,66,21,14,3,18260,9599.18,0.15,4,8.89218
94,44,67,21,19,5,7000,5075.7,0.15,4,7.71313
94,44,68,21,20,2,8503.31,5229.91,0.15,4,4.09651
94,44,69,21,22,4,9629.79,5000,0.15,4,12.2554
